X,Y,RUEE,SUBSISTEMA,NOMBRE,DEPTO,DEPTO_TEX,LOCALIDAD,PARAJE,CALLE,N_PUERTA,TELEFONO,RULE_EST
-55.980798119824108,-34.82413915110731,1103263,CEIP,N° 263,3,CANELONES,CIUDAD DE LA COSTA,SOLYMAR,CALLE 39 ENTRE AVDA. F Y 53,S/N,26964970,2030236
-55.982559230771152,-34.837123456699693,1103183,CEIP,N° 183,3,CANELONES,CIUDAD DE LA COSTA,LAGOMAR,FCO. RUIZ RUIZ Y LAS CANOAS,S/N,26823884,2030169
-55.938224761912068,-34.816634362503081,1103218,CEIP,N° 218,3,CANELONES,CIUDAD DE LA COSTA,LOMAS DE SOLYMAR,CRUZ DEL SUR  ESQ. AMELIA RAMIREZ,S/N,26957380,2030204
-55.966117197025952,-34.82933146847202,1103141,CEIP,N° 141  AUSTRALIA,3,CANELONES,CIUDAD DE LA COSTA,SOLYMAR,AVDA. URUGUAY Y SUMMER,S/N,26956216,2030130
-55.93802184513779,-34.795932501783099,1103162,CEIP,N° 162,3,CANELONES,CIUDAD DE LA COSTA,EL PINAR,CNO. EDUARDO PEREZ Y PEREZ BUTLER,S/N,26989725,2030149
-55.917066001178604,-34.799498445542255,1103259,CEIP,N° 259,3,CANELONES,CIUDAD DE LA COSTA,EL PINAR,AVDA. GIANNATTASIO KM.28.800,S/N,26988875,2030232
-55.92107291056783,-34.801798705041477,1103224,CEIP,N° 224,3,CANELONES,CIUDAD DE LA COSTA,EL PINAR,AVDA.GIANNATASSIO KM.28.500,S/N,26986874,2030210
-55.9983137959575,-34.845374994818066,1103217,CEIP,N° 217  ESTADO DE ISRAEL,3,CANELONES,CIUDAD DE LA COSTA,SAN JOSE DE CARRASCO,URUGUAY M. 81 S.1,S/N,26822926,2030203
-56.005510762919918,-34.852702629538825,1103167,CEIP,N° 167  LIBERTADOR SIMON BOLIVAR,3,CANELONES,CIUDAD DE LA COSTA,SHANGRILA,SAN FRANCISCO Y VENEZUELA,S/N,26822409,2030153
-55.982588926224054,-34.837092553417236,1103229,CEIP,N° 229,3,CANELONES,CIUDAD DE LA COSTA,LAGOMAR,FCO. RUIZ RUIZ Y LAS CANOAS,S/N,26823884,2030169
-55.966014038303953,-34.829463948564793,1103232,CEIP,N° 232,3,CANELONES,CIUDAD DE LA COSTA,SOLYMAR,AVDA. URUGUAY Y SUMMER,S/N,26956216,2030130
-55.928230972916161,-34.807493250298435,1103271,CEIP,N° 271,3,CANELONES,CIUDAD DE LA COSTA,MEDANOS DE SOLYMAR,COPACABANA Y LONG BEACH,S/N,26967151,2030243
-55.93802184513779,-34.795932501783099,1103231,CEIP,N° 231,3,CANELONES,CIUDAD DE LA COSTA,EL PINAR,CNO. EDUARDO PEREZ Y PeREZ BUTLER,S/N,26989725,2030149
-55.949773551190596,-34.813495211590599,1103260,CEIP,N° 260,3,CANELONES,CIUDAD DE LA COSTA,MONTES DE SOLYMAR,LAS GARZAS Y CHURRINCHES,S/N,26964044,2030233
-55.920997832009967,-34.792050012017576,1103268,CEIP,N° 268,3,CANELONES,CIUDAD DE LA COSTA,EL PINAR,FRANCIA Y 18 DE JULIO,S/N,26985857,2030240
-55.985720780864895,-34.821715752046643,1103108,CEIP,N° 108,3,CANELONES,CIUDAD DE LA COSTA,SOLYMAR,CALLE 34 ENTRE 50 Y 53,S/N,26956112,2030100
-56.000006642576942,-34.848745291429829,1103249,CEIP,N° 249,3,CANELONES,CIUDAD DE LA COSTA,SAN JOSE DE CARRASCO,SAN LUIS Y PARIS,S/N,26821766,2030224
-55.561268277173902,-34.496626832605045,1103067,CEIP,N° 67  REPUBLICA DEL PARAGUAY,3,CANELONES,MONTES,MONTES,RUFINO CABANA Y CALLE 7,S/N,43175034,2030065
-55.695510203228487,-34.684445055747275,1103125,CEIP,N° 125  LUISA BLANCO ACEVEDO DE SOCA,3,CANELONES,DR. FRANCISCO SOCA,DR. FRANCISCO SOCA,ZENON BURGUEÑO,S/N,43740011,2030116
-55.961514145611908,-34.440540150481624,1103122,CEIP,N° 122  BONIFACIO ALCAIN,3,CANELONES,SAN BAUTISTA,SAN BAUTISTA,MARGARITA M. DE FARIÑA,S/N,43136313,2030113
-55.628984088624762,-34.488208175508134,1103113,CEIP,N° 113  EUGENIO M. MIGUES,3,CANELONES,MIGUES,MIGUES,GREGORIO MIGUES,S/N,43172065,2030105
-55.899689067066795,-34.68944318437201,1103114,CEIP,N° 114  CARLOS VON METZEN VICENTI,3,CANELONES,EMPALME OLMOS,EMPALME OLMOS,GRAL. ARTIGAS  Y LUIS A. DE HERRERA,S/N,22956050,2030106
-56.356238871548378,-34.605595446457023,1103242,CEIP,N° 242  MARIA NELIDA MARTINEZ DE TORRES,3,CANELONES,CERRILLOS,CERRILLOS,FRUCTUOSO RIVERA,S/N,43362325,2030219
-56.359478636280159,-34.609099645430192,1103123,CEIP,N° 123,3,CANELONES,CERRILLOS,CERRILLOS,ZORRILLA DE SAN MARTIN,S/N,43362055,2030114
-55.714388512908982,-34.739520758274288,1103186,CEIP,N° 186,3,CANELONES,PARQUE DEL PLATA,PARQUE DEL PLATA,CNO.PARQUE DEL PLATA Y CALLE 42,S/N,43754036,2030172
-55.768482107961937,-34.744998084527353,1103075,CEIP,N° 75,3,CANELONES,ESTACION ATLANTIDA,ESTACION ATLANTIDA,RUTA 11 Y KM. 164,S/N,43722130,2030072
-55.725115502077713,-34.763059521654988,1103153,CEIP,N° 153  MANUEL ORIBE,3,CANELONES,PARQUE DEL PLATA,PARQUE DEL PLATA,CALLE D ENTRE 7 Y 8,S/N,43755317,2030141
-55.756958878594524,-34.773914322618253,1103146,CEIP,N° 146  JUAN ANTONIO LAVALLEJA,3,CANELONES,ATLANTIDA,ATLANTIDA,ROGER BALET Y M. R. SUAREZ,S/N,43722008,2030135
-55.801428349376799,-34.688234502250012,1103128,CEIP,N° 128,3,CANELONES,ZONA RURAL (Seleccionar Paraje),LA PALMITA,RUTA 11 - KM. 157,S/N,43702036,2030119
-55.857558426178592,-34.694603990318491,1103127,CEIP,N° 127  REPUBLICA CHECA,3,CANELONES,ZONA RURAL (Seleccionar Paraje),PIEDRA DEL TORO,RUTA 8 - KM. 41.500,S/N,22955349,2030118
-55.725411328638707,-34.762973227244416,1103241,CEIP,N° 241,3,CANELONES,PARQUE DEL PLATA,PARQUE DEL PLATA,CALLE 7 ENTRE D Y E,S/N,43755998,2030218
-55.727466404287355,-34.763876924184309,1103253,CEIP,N° 253,3,CANELONES,PARQUE DEL PLATA,PARQUE DEL PLATA,CALLE D Y 5,S/N,43756235,2030227
-56.050908688644441,-34.716433899290656,1103220,CEIP,N° 220  MARIA ROSA SALSAMENDI,3,CANELONES,JOAQUIN SUAREZ,SANTA TERESITA (FRACC. SOBRE RUTA 74),RUTA 74 - KM. 30.500,S/N,22971352,2030206
-56.112598428367711,-34.738659082472076,1103236,CEIP,N° 236  REPUBLICA DEL PERU,3,CANELONES,TOLEDO,VILLA CRESPO Y SAN ANDRES,RUTA 33 - KM. 22.500,S/N,22969666,2030213
-56.112759364330067,-34.738302524693751,1103238,CEIP,N° 238,3,CANELONES,TOLEDO,CARRASCO DEL SAUCE (VILLA CRESPO Y SAN ANDRES),RUTA 33 KM 22. 500,S/N,22966649,2030215
-56.105353201026396,-34.702838156364926,1103059,CEIP,N° 59,3,CANELONES,ZONA RURAL (Seleccionar Paraje),CARRASCO DEL SAUCE,RUTA 33 - KM. 27,S/N,22969950,2030057
-56.033546785195391,-34.734964890841347,1103124,CEIP,N° 124,3,CANELONES,JOAQUIN SUAREZ,JOAQUIN SUAREZ,APARICIO SARAVIA Y ARTIGAS,S/N,22970041,2030115
-56.034316312521554,-34.736275055818332,1103212,CEIP,N° 212  COLECTIVIDAD JAPONESA,3,CANELONES,JOAQUIN SUAREZ,JOAQUIN SUAREZ,PEALLER,S/N,22970284,2030198
-56.091226796925149,-34.745871725705477,1103129,CEIP,N° 129,3,CANELONES,TOLEDO,TOLEDO,SILVESTRE GUILLEN,S/N,22969166,2030120
-56.072690576677708,-34.753176086638618,1103170,CEIP,N° 170,3,CANELONES,TOLEDO,CASARINO (FRACC. CNO. ANDALUZ Y R.84),CNO. DEL ANDALUZ RUTA 84  KM. 3.200,S/N,22966780,2030156
-56.072690576677708,-34.753176086638618,1103254,CEIP,N° 254,3,CANELONES,TOLEDO,CASARINO (FRACC. CNO. ANDALUZ Y R.84),CNO. DEL ANDALUZ RUTA 84  KM. 3.200,S/N,22969386,2030156
-56.093511671218266,-34.740571937154321,1103176,CEIP,N° 176,3,CANELONES,TOLEDO,SAN ANDRES,RUTA 6 - KM. 23.500,S/N,22969415,2030162
-55.759283808946158,-34.344738917810332,1103246,CEIP,N° 246,3,CANELONES,TALA,TALA,25 DE AGOSTO,S/N,43152575,2030221
-55.759602794979898,-34.344860089275549,1103116,CEIP,N° 116  REPUBLICA ARGENTINA,3,CANELONES,TALA,TALA,LUIS ALBERTO DE HERRERA,S/N,43152121,2030107
-56.066092842543341,-34.64896320279238,1103109,CEIP,N° 109  GENERAL JOSE ARTIGAS,3,CANELONES,SAUCE,SAUCE,CARMELO RENEE GONZALEZ,2221,22940377,2030101
-56.066933376755834,-34.649656481718964,1103247,CEIP,N° 247,3,CANELONES,SAUCE,SAUCE,CANELONES Y CNEL. PEYRAN,S/N,22940122,2030222
-56.039976639062886,-34.497754951585883,1103119,CEIP,N° 119  DAMASO ANTONIO LARRAÑAGA,3,CANELONES,SANTA ROSA,SANTA ROSA,JOSE PEDRO VARELA,S/N,43132082,2030110
-56.039783504760429,-34.497197349258464,1103214,CEIP,N° 214,3,CANELONES,SANTA ROSA,SANTA ROSA,JOSE B. Y ORDOÑEZ ESQ. 18 DE JULIO,S/N,43132346,2030200
-56.039283768064386,-34.497165462154186,1103225,CEIP,N° 225,3,CANELONES,SANTA ROSA,SANTA ROSA,18 DE JULIO,S/N,43132335,2030211
-56.037328720240112,-34.853466109748524,1103230,CEIP,N° 230,3,CANELONES,PASO CARRASCO,PASO CARRASCO,AVDA A LA PLAYA,S/N,26011882,2030212
-56.050092673441611,-34.857820895696719,1103179,CEIP,N° 179,3,CANELONES,PASO CARRASCO,PASO CARRASCO,EDUARDO ACEVEDO,109,26011870,2030165
-56.051944210423649,-34.864825298792738,1103145,CEIP,N° 145,3,CANELONES,PASO CARRASCO,PASO CARRASCO,SAN JUAN ENTRE SAN JOSE Y SAN CONO,S/N,26045210,2030134
-56.038338259551495,-34.816244108266808,1103155,CEIP,N° 155  REPUBLICA FEDERAL DE ALEMANIA,3,CANELONES,COLONIA NICOLICH,COLONIA NICOLICH,RUTA 102 KM. 25,S/N,26829081,2030143
-56.007431764354415,-34.820645771597015,1103171,CEIP,N° 171  DINAMARCA,3,CANELONES,COLONIA NICOLICH,COLONIA NICOLICH,JOSE PEDRO VARELA Y MORQUIO,S/N,26829179,2030157
-55.957977999380539,-34.294218916530532,1103240,CEIP,N° 240,3,CANELONES,SAN RAMON,SAN RAMON,AV. BATLLE Y ORDOÑEZ,1634,43122474,2030217
-55.957990066443315,-34.294838946482891,1103261,CEIP,N° 261,3,CANELONES,SAN RAMON,SAN RAMON,TAPIE CASI VARELA,S/N,43122311,2030234
-55.955566268094472,-34.286230332029717,1103117,CEIP,N° 117  TREINTA Y TRES ORIENTALES,3,CANELONES,SAN RAMON,SAN RAMON,GRAL. JOSE GERVASIO ARTIGAS,1239,43122944,2030108
-55.95797679780128,-34.294215912354787,1103275,CEIP,N° 275  FUNDACION TAPIE PIÑEIRO,3,CANELONES,SAN RAMON,LAS DELICIAS,AVDA. JOSE BATLLE Y ORDOÑEZ,1650,43122227,2030137
-55.95797679780128,-34.294215912354787,1103148,CEIP,N° 148  FUNDACION TAPIE PIÑEYRO,3,CANELONES,SAN RAMON,LAS DELICIAS,AVDA. JOSE BATLLE Y ORDOÑEZ,1650,43122227,2030137
-56.223433924096845,-34.661968624281556,1103204,CEIP,N° 204  MAESTRO OTTO NIEMANN,3,CANELONES,PROGRESO,PROGRESO,CERRO LARGO Y AV. ARTIGAS,S/N,23689036,2030190
-56.224619811831801,-34.661169137583698,1103211,CEIP,N° 211  DORA PUMAR DE GONZALEZ,3,CANELONES,PROGRESO,PROGRESO,DORA P. DE GONZALEZ Y RUTA 5,S/N,23688991,2030197
-56.231198888485167,-34.658763237472925,1103201,CEIP,N° 201  OCTAVIO POSADA,3,CANELONES,PROGRESO,PROGRESO,SANTA FE - KM.30 DE RUTA 5,S/N,23692180,2030187
-56.224209220177798,-34.66051196767765,1103223,CEIP,N° 223,3,CANELONES,PROGRESO,PROGRESO,"DORA PUMAR  RUTA 5 VIEJA KM 29,500",S/N,23689510,2030209
-56.243188885156378,-34.64411587144474,1103180,CEIP,N° 180  ELINA CUELLO,3,CANELONES,PROGRESO,VILLA FELICIDAD,RUTA 5 - KM. 32,S/N,23689366,2030166
-56.390961542505501,-34.450822002612,1103140,CEIP,N° 140  DR. MATEO LEGNANI,3,CANELONES,SANTA LUCIA,SANTA LUCIA,HECTOR MIRANDA Y MITRE,S/N,43346393,2030129
-56.390996383272117,-34.455562172668877,1103104,CEIP,N° 104  LETICIA VOLPE,3,CANELONES,SANTA LUCIA,SANTA LUCIA,REPUBLICA ARGENTINA,S/N,43346351,2030096
-56.396575587236285,-34.459337424982074,1103156,CEIP,N° 156  PROFESOR CLEMENTE ESTABLE,3,CANELONES,SANTA LUCIA,LAS FLORES,COLOMBES Y CONSTITUCIÓN,417,43347143,2030144
-56.397514270570667,-34.459201430774897,1103210,CEIP,N° 210,3,CANELONES,SANTA LUCIA,SANTA LUCIA,FLORIDA Y COLOMBES,S/N,43346029,2030196
-56.392465115494367,-34.45194408003217,1103251,CEIP,N° 251  DR. JULIO LAGO,3,CANELONES,SANTA LUCIA,SANTA LUCIA,H. MIRANDA Y ARTIGAS,28,43346368,2030226
-56.389740805139269,-34.453441535999687,1103255,CEIP,N° 255,3,CANELONES,SANTA LUCIA,SANTA LUCIA,ANTONIO LEGNANI,443,43349555,2030228
-55.959074925702133,-34.72057819998335,1103112,CEIP,N° 112,3,CANELONES,PANDO,PANDO,FERREIRA ALDUNATE E ITUZAINGO,1073,22924202,2030104
-56.014897769000839,-34.777648818482611,1103178,CEIP,N° 178  JOSE MARIA GARCIA,3,CANELONES,BARROS BLANCOS,LOS AROMOS,LA PALMA Y TAMARIS,S/N,22883798,2030164
-56.002279358146858,-34.756088595704774,1103227,CEIP,N° 227,3,CANELONES,BARROS BLANCOS,BARROS BLANCOS,RUTA 8 - KM. 25.500,S/N,22883801,2030121
-55.967600499578893,-34.686449227048328,1103213,CEIP,N° 213,3,CANELONES,PANDO,JARDINES DE PANDO,RUTA 75 - KM. 35.500,S/N,22921085,2030199
-55.974653655294802,-34.716235516065751,1103276,CEIP,N° 276,3,CANELONES,PANDO,SAN ISIDRO,E. VAZ FERREIRA Y LOS MALVONES,S/N,22921969,2030248
-55.958198274389851,-34.72001828447663,1103222,CEIP,N° 222  ALFREDO MERCADAL,3,CANELONES,PANDO,PANDO,JOSE PEDRO VARELA,1073,22922052,2030208
-55.955700126749271,-34.714268568140639,1103194,CEIP,N° 194  BRIGADIER GRAL. JUAN ANTONIO LAVALLEJA,3,CANELONES,PANDO,PANDO,ITURRIA,1245,22921104,2030180
-55.974574049372421,-34.739553930786059,1103196,CEIP,N° 196,3,CANELONES,BARROS BLANCOS,BARROS BLANCOS,CHURRINCHE,S/N,22884709,2030182
-56.024322053207747,-34.7601670750972,1103175,CEIP,N° 175,3,CANELONES,BARROS BLANCOS,BARROS BLANCOS,RUTA 8 - KM. 23.300,S/N,22883615,2030161
-55.934236649195029,-34.699677024579351,1103093,CEIP,N° 93  19 DE JUNIO,3,CANELONES,OLMOS,OLMOS,RUTA 8  KM.35.500,S/N,22924633,2030088
-55.995341528434999,-34.763568684914624,1103187,CEIP,N° 187  CAPITAN JUAN ANTONIO ARTIGAS,3,CANELONES,BARROS BLANCOS,VILLA UNIVERSITARIA,19 DE JUNIO Y 19 DE ABRIL,S/N,22884673,2030173
-56.033726899910917,-34.735257164734207,1103228,CEIP,N° 228,3,CANELONES,JOAQUIN SUAREZ,JOAQUIN SUAREZ,APARICIO SARAVIA Y ARTIGAS,S/N,22970041,2030115
-56.014538515664256,-34.754050620630515,1103267,CEIP,N° 267,3,CANELONES,BARROS BLANCOS,BARROS BLANCOS,JOSE PEDRO VARELA Y LAVALLEJA,S/N,22887567,2030239
-55.999397341788587,-34.694967955522074,1103042,CEIP,N° 42,3,CANELONES,ZONA RURAL (Seleccionar Paraje),PIEDRITAS DE SUAREZ,CAMINO DPTAL. Y CAMINO FISHER,S/N,22921328,2030041
-55.955932136010503,-34.705703605948408,1103195,CEIP,N° 195  CARLOS MARIA DE PENA,3,CANELONES,PANDO,ESTADIO,MANUEL QUINTELA  Y RECOPPO,S/N,22924411,2030181
-55.975084604915956,-34.715574048639105,1103165,CEIP,N° 165,3,CANELONES,PANDO,SAN ISIDRO,CALLE CHILE,S/N,22923228,2030151
-56.005012856266276,-34.755605083182807,1103130,CEIP,N° 130,3,CANELONES,BARROS BLANCOS,CAP. JUAN A. ARTIGAS,RUTA 8 - KM. 25.500,S/N,22883801,2030121
-55.989255752933914,-34.732865006823346,1103151,CEIP,N° 151,3,CANELONES,BARROS BLANCOS,PIEDRITAS DE SUAREZ,RUTA 8 KM. 28,S/N,22881539,2030140
-55.958954085821901,-34.720751259524597,1103111,CEIP,N° 111  COLECTIVIDAD ITALIANA,3,CANELONES,PANDO,PANDO,WILSON  FERREIRA ALDUNATE,1056,22922433,2030103
-56.005170523663772,-34.755723477647869,1103216,CEIP,N° 216,3,CANELONES,BARROS BLANCOS,BARROS BLANCOS,GIOCONDA R. DE CAPUTTI,S/N,22886255,2030202
-55.961378191435706,-34.720394220139859,1103198,CEIP,N° 198  ESPAÑA,3,CANELONES,PANDO,PANDO,18 DE JULIO,1045,22922064,2030184
-55.965697943929307,-34.714730300229355,1103274,CEIP,N° 274,3,CANELONES,PANDO,GOROSTIAGA,CONTINUACION PIEDRAS ESQ. VENEZUELA,S/N,22926357,2030246
-56.233369947464809,-34.743228689483225,1103188,CEIP,N° 188,3,CANELONES,LA PAZ,VILLA NELLY,TISCORNIA Y GARDEL,S/N,23640991,2030174
-56.225123497520968,-34.740854016921958,1103172,CEIP,N° 172  JAVIER DE VIANA,3,CANELONES,LA PAZ,ROSSI,VALDENEGRO Y MASSINI,S/N,23647068,2030158
-56.226601884437819,-34.75668954855886,1103215,CEIP,N° 215  ITALIA,3,CANELONES,LA PAZ,LA PAZ,GARIBALDI,S/N,23622616,2030201
-56.233448311999794,-34.759866177930192,1103163,CEIP,N° 163  JAPON,3,CANELONES,LA PAZ,TISCORNIA,M. TISCORNIA Y JAVIER DE VIANA,S/N,23622507,2030150
-56.227948560611964,-34.761457639449887,1103203,CEIP,N° 203,3,CANELONES,LA PAZ,LA PAZ,CESAR MAYO GUTIERREZ,331,23622707,2030189
-56.224448173818303,-34.76345896580905,1103233,CEIP,N° 233  RAMON ALVAREZ,3,CANELONES,LA PAZ,LA PAZ,CONRADO MÖLLER,208,23622029,2030099
-56.226282263467986,-34.756539455022214,1103191,CEIP,N° 191,3,CANELONES,LA PAZ,VIALE,IRMA NUÑEZ,S/N,23646442,2030177
-56.233453358551614,-34.759864331352489,1103245,CEIP,N° 245,3,CANELONES,LA PAZ,TISCORNIA,M. TISCORNIA Y JAVIER DE VIANA,S/N,23622572,2030150
-56.224448014051774,-34.763458640161346,1103107,CEIP,N° 107  JOSE BELLONI,3,CANELONES,LA PAZ,LA PAZ,CONRADO MÖLLER,208,23622029,2030099
-56.218440322080596,-34.729091067502274,1103106,CEIP,N° 106  ARTIGAS,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,FRANCISCO SOCA Y GARIBALDI,S/N,23644083,2030098
-56.201497056742923,-34.72489260272512,1103149,CEIP,N° 149  ANSINA,3,CANELONES,LAS PIEDRAS,HIPODROMO,FRANCISCA ARNAL DE ARTIGAS,S/N,23644684,2030138
-56.214417625548229,-34.707252768729674,1103166,CEIP,N° 166  EMILIO ROMERO,3,CANELONES,LAS PIEDRAS,VILLA CRISTINA - EL DORADO,GRECIA Y VERACIERTO,S/N,23646814,2030152
-56.228708024108521,-34.720054862310818,1103197,CEIP,N° 197  HOLANDA,3,CANELONES,LAS PIEDRAS,HERTEN,DE LA SIERRA Y CARLOS ROXLO,S/N,23642908,2030183
-56.209106937533264,-34.69196681235352,1103185,CEIP,N° 185  MAHATMA GANDHI,3,CANELONES,LAS PIEDRAS,SAN FRANCISCO,BARRANQUILLA,S/N,23642355,2030171
-56.218125829743045,-34.723649769813377,1103235,CEIP,N° 235  EUDORO MELO,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,WILSON FERREIRA ALDUNATE,646,23644178,2030191
-56.217571338336413,-34.723618305719967,1103192,CEIP,N° 192  SUECIA,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,LAVALLEJA ESQ. LIBERTAD,S/N,23644182,2030178
-56.228064030601423,-34.732157753404223,1103157,CEIP,N° 157  JOSE ENRIQUE RODO,3,CANELONES,LAS PIEDRAS,PUEBLO NUEVO,LUIS BATLLE BERRES Y ELLAURI,S/N,23644604,2030145
-56.213230044959957,-34.735914755081332,1103257,CEIP,N° 257  18 DE MAYO,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,PAYSANDU Y LEYENDA PATRIA,S/N,23643330,2030230
-56.21802280958574,-34.740544587292014,1103181,CEIP,N° 181,3,CANELONES,LAS PIEDRAS,RAZZETTI,GERMAN OLLER Y LUIS DE SOSA,S/N,23642805,2030167
-56.209037059616143,-34.69189072107055,1103273,CEIP,N° 273,3,CANELONES,LAS PIEDRAS,VILLA SAN FRANCISCO,BARRANQUILLA ESQ. QUEGUAY,S/N,23656475,2030245
-56.221700857567562,-34.693406699038924,1103177,CEIP,N° 177,3,CANELONES,PROGRESO,VISTA LINDA,JUAN GUARDADO. EX RUTA 5,S/N,23689565,2030163
-56.222242442767822,-34.693370289834903,1103269,CEIP,N° 269,3,CANELONES,PROGRESO,VISTA LINDA,JUAN PELAEZ ESQ. RAFAEL ALONZO,S/N,23692687,2030241
-56.238168283568427,-34.698830602166062,1103065,CEIP,N° 65,3,CANELONES,LAS PIEDRAS,VILLA FORESTI,RUTA 5 (TRAMO NUEVO) KM.25.500,S/N,23645630,2030063
-56.21441845930007,-34.707251089622019,1103244,CEIP,N° 244,3,CANELONES,LAS PIEDRAS,EL DORADO,GRECIA Y VERACIERTO,S/N,23646814,2030152
-56.205711737793607,-34.712253348381132,1103173,CEIP,N° 173,3,CANELONES,LAS PIEDRAS,CAMPISTEGUY,BARRIOS UNIDOS,S/N,23641844,2030159
-56.186282489373006,-34.718425905720522,1103277,CEIP,N° 277,3,CANELONES,LAS PIEDRAS,SANTA ISABEL,VALLE EDEN,421,23651968,2030249
-56.194495557982563,-34.718420546904653,1103189,CEIP,N° 189,3,CANELONES,LAS PIEDRAS,OBELISCO,WASHINGTON Y SAN LUIS,S/N,23640283,2030175
-56.21278259692771,-34.726379495512987,1103202,CEIP,N° 202  JUAN JOSE MOROSOLI,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,JOSE PEDRO VARELA,584,23644475,2030188
-56.228064030601423,-34.732157753404223,1103272,CEIP,N° 272,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,LUIS B. BERRES Y ELLAURI,S/N,23641654,2030244
-56.218434687409712,-34.729085705585511,1103226,CEIP,N° 226  JUANA DE IBARBOUROU,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,FRANCISCO SOCA Y GARIBALDI,S/N,23644083,2030098
-56.218134811518041,-34.723648290869711,1103205,CEIP,N° 205  MAESTRO SABAS OLAIZOLA,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,WILSON FERREIRA ALDUNATE,646,23644178,2030191
-56.292626787238234,-34.523245944873594,1103221,CEIP,N° 221  PAUL HARRIS,3,CANELONES,CANELONES,CANELONES - PARADA RODO,PAUL HARRIS YGASTON ROSA,S/N,43324133,2030207
-56.281550970030736,-34.520162709447852,1103110,CEIP,N° 110  JOAQUIN SUAREZ,3,CANELONES,CANELONES,CANELONES - TRES ESQUINAS,BATLLE Y ORDOÑEZ Y V.VARELA,S/N,43322505,2030102
-56.281545592872632,-34.526772450735223,1103101,CEIP,N° 101  JOSE PEDRO VARELA,3,CANELONES,CANELONES,CANELONES,TREINTA Y TRES,409,43322597,2030095
-56.284414332980738,-34.524093994912391,1103193,CEIP,N° 193  SAINAP AMIR RIOS,3,CANELONES,CANELONES,CANELONES,DR. FRANCISCO SOCA,577,43322076,2030179
-56.278719948203182,-34.514597893600836,1103248,CEIP,N° 248  EUSTAQUIA LLAMOSA,3,CANELONES,CANELONES,CANELONES,CONT. HERRERA Y RE PEREYRA,S/N,43324599,2030223
-56.281392212129433,-34.525341238117498,1103199,CEIP,N° 199  MIGUEL GILBERTO TALLAC,3,CANELONES,CANELONES,CANELONES,TREINTA Y TRES,525,43322604,2030185
-56.281542487309281,-34.526771711937549,1103102,CEIP,N° 102  JUAN ZORRILLA DE SAN MARTIN,3,CANELONES,CANELONES,CANELONES,TREINTA Y TRES,409,43322597,2030095
-56.275383902837582,-34.545332296713305,1103160,CEIP,N° 160  MTRO.LUIS ARBENOIZ GAMBARDELLA,3,CANELONES,CANELONES,CANELONES - JOANICO,RUTA 5 - KM. 43.500,S/N,43320475,2030148
-56.337464379554106,-34.492866935117384,1103118,CEIP,N° 118  JUAN OMAR CALANDRIA,3,CANELONES,ZONA RURAL (Seleccionar Paraje),MELGAREJO,RUTA 11 - KM. 91.500,S/N,43322894,2030109
-55.210043609735983,-32.126598361865447,1118048,CEIP,N° 48,18,TACUAREMBO,ZONA RURAL (Seleccionar Paraje),CINCO SAUCES,RUTA 26 - KM. 5,S/N,46309576,2180045
-54.827912387133175,-32.095646635267045,1118088,CEIP,N° 88,18,TACUAREMBO,CARAGUATA,SAUCE S. DEL RIO NEGRO,CAMINO VECINAL EMPALME CON RUTA 6,S/N,46309945,2180083
-54.876328281023007,-32.026625519705689,1118054,CEIP,N° 54,18,TACUAREMBO,ZONA RURAL (Seleccionar Paraje),PASO MARIANO,"RUTA 6 KM. 352,500",S/N,46309409,2180051
-55.127152595305468,-31.888198342165669,1118083,CEIP,N° 83,18,TACUAREMBO,ZONA RURAL (Seleccionar Paraje),CUARO,A 3 KM RUTA Nº 44,S/N,46309667,2180078
-55.400455564597884,-31.899913670687503,1118089,CEIP,N° 89,18,TACUAREMBO,ZONA RURAL (Seleccionar Paraje),LOS VAZQUEZ,"RUTA 26 KM. 291, CAMINO VECINAL",S/N,46309681,2180084
-55.025547627079789,-32.157417948496011,1118043,CEIP,N° 43  LUIS ALBERTO DE HERRERA,18,TACUAREMBO,CARAGUATA,LAS TOSCAS,RUTA 26 -  KM. 345,S/N,46309301,2180040
-55.037341788967936,-32.21226908536331,1118028,CEIP,N° 28,18,TACUAREMBO,CARAGUATA,COSTAS DE CARAGUATA,,S/N,46309235,2180025
-54.898602291196312,-32.265195170565498,1118062,CEIP,N° 62,18,TACUAREMBO,CARAGUATA,PASO DE AGUIAR,RUTA 26 - KM. 360,S/N,46309322,2180058
-55.0694684304815,-32.458260134027206,1118128,CEIP,N° 128,18,TACUAREMBO,ZONA RURAL (Seleccionar Paraje),CARAGUATA AL SUR - LAS PAJAS,LAS PAJAS,S/N,46302580,2180118
-55.009232706259539,-32.317235967686614,1118075,CEIP,N° 75,18,TACUAREMBO,ZONA RURAL (Seleccionar Paraje),PASO MINUANO,CARAGUATA AL SUR KM.38,S/N,46309904,2180070
